City,Title,Price,Furnishing,Link
Hyderabad,1 BHK House for Sale in Musheerabad Hyderabad,₹55 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-1150-Sq-ft-Residential-House-FOR-Sale-Musheerabad-in-Hyderabad&id=4d423733383435393439
Hyderabad,"1 BHK Flat for Sale in Rajendranagar Mandal, Hyderabad",₹52 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-614-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajendra-Nagar-in-Hyderabad&id=4d423534343437363931
Hyderabad,1 BHK House for Sale in Kandi Hyderabad,₹21 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-605-Sq-yrd-Residential-House-FOR-Sale-Kandi-in-Hyderabad&id=4d423734373538383335
Hyderabad,1 BHK House for Sale in Akbarjapet Hyderabad,₹60 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-130-Sq-yrd-Residential-House-FOR-Sale-Akbarjapet-in-Hyderabad&id=4d423735303737303431
Pune,"1 BHK Flat for Sale in Mantra Magnus, Mundhwa, Pune",₹75.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-686-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735333831303331
Pune,"1 BHK Flat for Sale in Mantra Magnus, Mundhwa, Pune",₹75.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-686-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735323333303639
Pune,"1 BHK Flat for Sale in Adani Atelier Greens, Mundhwa, Pune",₹58.2 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-479-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735363133373237
Pune,"1 BHK Flat for Sale in ANP Autograph, Punawale, Pimpri Chinchwad, Pune",₹70.4 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-834-Sq-ft-Multistorey-Apartment-FOR-Sale-Punawale-in-Pune&id=4d423735343632333433
Pune,"1 BHK Flat for Sale in Adani Atelier Greens, Mundhwa, Pune",₹58.2 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-479-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735333632373137
Pune,"1 BHK Flat for Sale in The Gale at Godrej Park World, Hinjawadi, Pune",₹67 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-790-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423735373134313833
Pune,"1 BHK Flat for Sale in Godrej Emerald Waters, Pimpri, Pune",₹71.6 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-521-Sq-ft-Multistorey-Apartment-FOR-Sale-Pimpri-in-Pune&id=4d423735333234303733
Pune,"1 BHK Flat for Sale in Mantra Magnus, Mundhwa, Pune",₹75.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-686-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735323330313437
Pune,"1 BHK Flat for Sale in Mantra Magnus, Mundhwa, Pune",₹75.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-686-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735343633383235
Pune,"1 BHK Flat for Sale in Unique Legacy Regal, Mundhwa, Pune",₹59.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-707-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735363835343831
Pune,"1 BHK Flat for Sale in 48 Central Park, Hadapsar, Pune",₹38 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-473-Sq-ft-Multistorey-Apartment-FOR-Sale-Hadapsar-in-Pune&id=4d423735363834393337
Pune,"1 BHK Flat for Sale in Unique Youtopia, Kharadi, Pune",₹60.6 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-584-Sq-ft-Multistorey-Apartment-FOR-Sale-Kharadi-in-Pune&id=4d423735363437333735
Pune,"1 BHK Flat for Sale in Mantra Magnus, Mundhwa, Pune",₹75.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-686-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735333834303833
Pune,"1 BHK Flat for Sale in Puraniks Abitante Fiore, Bavdhan, Pune",₹50.7 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-489-Sq-ft-Multistorey-Apartment-FOR-Sale-Bavdhan-in-Pune&id=4d423735363738393931
Pune,"1 BHK Flat for Sale in ANP Autograph, Punawale, Pimpri Chinchwad, Pune",₹70.4 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-834-Sq-ft-Multistorey-Apartment-FOR-Sale-Punawale-in-Pune&id=4d423735353032323737
Pune,"1 BHK Flat for Sale in Adani Atelier Greens, Mundhwa, Pune",₹58.2 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-479-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735363439363931
Pune,"1 BHK Flat for Sale in 48 Central Park, Hadapsar, Pune",₹38 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-473-Sq-ft-Multistorey-Apartment-FOR-Sale-Hadapsar-in-Pune&id=4d423735363236313331
Pune,"1 BHK Flat for Sale in Dosti Greenscapes, Hadapsar, Pune",₹49 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-415-Sq-ft-Multistorey-Apartment-FOR-Sale-Hadapsar-in-Pune&id=4d423735373538353635
Pune,"1 BHK Flat for Sale in The Gale at Godrej Park World, Hinjawadi, Pune",₹67.7 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-790-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423735323938323837
Pune,"1 BHK Flat for Sale in Godrej Emerald Waters, Pimpri, Pune",₹71.6 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-521-Sq-ft-Multistorey-Apartment-FOR-Sale-Pimpri-in-Pune&id=4d423735333636393239
Pune,"1 BHK Flat for Sale in Mantra Magnus, Mundhwa, Pune",₹75.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-686-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735333730353839
Pune,"1 BHK Flat for Sale in Yashcon Neon, Viman Nagar, Pune",₹63.8 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-406-Sq-ft-Multistorey-Apartment-FOR-Sale-Viman-Nagar-in-Pune&id=4d423735343535333139
Pune,"1 BHK Flat for Sale in The Gale at Godrej Park World, Hinjawadi, Pune",₹62.4 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-562-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423735323538323139
Pune,"1 BHK Flat for Sale in The Gale at Godrej Park World, Hinjawadi, Pune",₹62.4 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-562-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423735323635363037
Pune,"1 BHK Flat for Sale in Mantra Magnus, Mundhwa, Pune",₹75.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-686-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735333338323337
Pune,"1 BHK Flat for Sale in Venkatesh Anandmayi, Ambegaon BK, Pune",₹54 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-602-Sq-ft-Multistorey-Apartment-FOR-Sale-Ambegaon-BK-in-Pune&id=4d423735363437303435
Pune,"1 BHK Flat for Sale in Godrej Emerald Waters, Pimpri, Pune",₹72.9 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-770-Sq-ft-Multistorey-Apartment-FOR-Sale-Pimpri-in-Pune&id=4d423735343733383437
Pune,"1 BHK Flat for Sale in Mantra Magnus, Mundhwa, Pune",₹75.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-686-Sq-ft-Multistorey-Apartment-FOR-Sale-Mundhwa-in-Pune&id=4d423735343930353535
Pune,"1 BHK Flat for Sale in The Gale at Godrej Park World, Hinjawadi, Pune",₹67.7 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-790-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423735353639303531
Pune,"1 BHK Flat for Sale in Puraniks Abitante Fiore, Bavdhan, Pune",₹50.7 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-489-Sq-ft-Multistorey-Apartment-FOR-Sale-Bavdhan-in-Pune&id=4d423735373130353337
Kozhikode,"2 BHK Flat for Sale in Hilite Residency, Thondayad, Kozhikode",₹95 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1224-Sq-ft-Multistorey-Apartment-FOR-Sale-Thondayad-in-Kozhikode&id=4d423633383838333233
Kozhikode,"2 BHK Flat for Sale in Beypore, Kozhikode",₹43.5 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Beypore-in-Kozhikode&id=4d423634353734363733
Kozhikode,"2 BHK Flat for Sale in TC One Skywalk, Palazhi, Kozhikode",₹95 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1362-Sq-ft-Multistorey-Apartment-FOR-Sale-Palazhi-in-Kozhikode&id=4d423735343430373039
Kozhikode,"2 BHK Flat for Sale in Mavoor Road Junction, Kozhikode",₹60 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Mavoor-Road-Junction-in-Kozhikode&id=4d423735333732313433
Kozhikode,"2 BHK Flat for Sale in Confident Willow, Feroke, Kozhikode",₹52 Lac,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-985-Sq-ft-Multistorey-Apartment-FOR-Sale-Feroke-in-Kozhikode&id=4d423735373539353733
Kozhikode,"2 BHK Flat for Sale in Crescent Platinum, Ashokapuram, Kozhikode",₹95 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Ashokapuram-in-Kozhikode&id=4d423735303738313033
Kozhikode,"2 BHK Flat for Sale in Confident Willow, Feroke, Kozhikode",₹54.5 Lac,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-792-Sq-ft-Multistorey-Apartment-FOR-Sale-Feroke-in-Kozhikode&id=4d423735313331323137
Kozhikode,2 BHK House for Sale in iringadanpalli Kozhikode,₹36 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Residential-House-FOR-Sale-in-Kozhikode&id=4d423735373330313331
Kozhikode,2 BHK House for Sale in palakkottuvayal Kozhikode,₹1.30 Cr,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1211-Sq-ft-Residential-House-FOR-Sale-in-Kozhikode&id=4d423639343131343337
Kozhikode,2 BHK House for Sale in Mukkam Kozhikode,₹13 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-6-Cent-Residential-House-FOR-Sale-Mukkam-in-Kozhikode&id=4d423538373530353035
Kozhikode,"2 BHK Flat for Sale in Thondayad, Kozhikode",₹1.15 Cr,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Sale-Thondayad-in-Kozhikode&id=4d423735343939353235
Kozhikode,"2 BHK Flat for Sale in Cherooty Nagar Housing Colony, Kozhikode",₹78 Lac,N/A,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Cherooty-Nagar-Housing-Colony-in-Kozhikode&id=4d423638303433333833
Kozhikode,2 BHK House for Sale in Devagiri Kozhikode,₹10 Cr,N/A,https://www.magicbricks.com/propertyDetails/2-BHK-5-Sq-ft-Residential-House-FOR-Sale-Devagiri-in-Kozhikode&id=4d423638303433333939
Kozhikode,"2 BHK Flat for Sale in Ashokapuram, Kozhikode",₹80 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1140-Sq-ft-Multistorey-Apartment-FOR-Sale-Ashokapuram-in-Kozhikode&id=4d423637393438313139
Kozhikode,2 BHK House for Sale in Velliparamba Kozhikode,₹35 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Sale-Velliparamba-in-Kozhikode&id=4d423637393436313331
Kozhikode,2 BHK House for Sale in Panniyankara Kozhikode,₹92 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-2130-Sq-ft-Residential-House-FOR-Sale-Panniyankara-in-Kozhikode&id=4d423637393436393233
Kozhikode,2 BHK House for Sale in Panniyankara Kozhikode,₹95 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1890-Sq-ft-Residential-House-FOR-Sale-Panniyankara-in-Kozhikode&id=4d423637393436393137
Kozhikode,"2 BHK Flat for Sale in Pottammal, Kozhikode",₹54.6 Lac,N/A,https://www.magicbricks.com/propertyDetails/2-BHK-3000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Pottammal-in-Kozhikode&id=4d423734303335373035
Kozhikode,"2 BHK House for Sale in Melur,kouilandy,kozhikode Kozhikode",₹28 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-896-Sq-ft-Residential-House-FOR-Sale-in-Kozhikode&id=4d423734393436373531
Kozhikode,"2 BHK Flat for Sale in Landmark Maple, Mankavu, Kozhikode",₹1 Cr,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Mankavu-in-Kozhikode&id=4d423731373037353533
Kozhikode,2 BHK House for Sale in Devagiri Kozhikode,₹10 Cr,N/A,https://www.magicbricks.com/propertyDetails/2-BHK-5-Sq-ft-Residential-House-FOR-Sale-Devagiri-in-Kozhikode&id=4d423637373639313735
Kozhikode,2 BHK House for Sale in Beypore Kozhikode,₹40 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Residential-House-FOR-Sale-Beypore-in-Kozhikode&id=4d423637373639303035
Kozhikode,"2 BHK Flat for Sale in Kannadikkal, Kozhikode",₹46 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Kannadikkal-in-Kozhikode&id=4d423637373636363835
Kozhikode,"2 BHK Flat for Sale in Kannadikkal, Kozhikode",₹49 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1280-Sq-ft-Multistorey-Apartment-FOR-Sale-Kannadikkal-in-Kozhikode&id=4d423637373636363733
Kozhikode,"2 BHK Flat for Sale in Puthiyara, Kozhikode",₹1.7 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Puthiyara-in-Kozhikode&id=4d423637373639303733
Kozhikode,2 BHK House for Sale in Chelannur Kozhikode,₹28 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Sale-Chelannur-in-Kozhikode&id=4d423638353539313435
Kozhikode,"2 BHK Flat for Sale in Mankavu, Kozhikode",₹48 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mankavu-in-Kozhikode&id=4d423734383434353337
Kozhikode,"2 BHK Flat for Sale in Confident Willow, Feroke, Kozhikode",₹54.5 Lac,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Feroke-in-Kozhikode&id=4d423734383133373837
Kozhikode,2 BHK House for Sale in Kuttikkattoor Kozhikode,₹40 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Residential-House-FOR-Sale-Kuttikkattoor-in-Kozhikode&id=4d423734393336373233
Kozhikode,"2 BHK Flat for Sale in Pvs Navaratna, Nadakkave, Kozhikode",₹64.5 Lac,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Nadakkave-in-Kozhikode&id=4d423732373530373237
Kochi,"2 BHK Flat for Sale in The Next Prodigy, Kakkanad, Kochi",₹52.8 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1057-Sq-ft-Multistorey-Apartment-FOR-Sale-Kakkanad-in-Kochi&id=4d423731333632303831
Kochi,"2 BHK Flat for Sale in Provident Winworth Phase 1, Edappally, Kochi",₹94 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1083-Sq-ft-Multistorey-Apartment-FOR-Sale-Edappally-in-Kochi&id=4d423733373034333837
Kochi,"2 BHK Flat for Sale in Kent Oakville, Vazhakkala, Kochi",₹85 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1210-Sq-ft-Multistorey-Apartment-FOR-Sale-Vazhakkala-in-Kochi-r7&id=4d423539383235353433
Kochi,"2 BHK Flat for Sale in Asset East Brook, Desom, Kochi",₹72 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1227-Sq-ft-Multistorey-Apartment-FOR-Sale-Desom-in-Kochi&id=4d423735313330313437
Kochi,"2 BHK Flat for Sale in Green Vistas Prakrriti, Kakkanad, Kochi",₹70.1 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1273-Sq-ft-Multistorey-Apartment-FOR-Sale-Kakkanad-in-Kochi&id=4d423635343836353231
Kochi,"2 BHK Flat for Sale in Asset Vilangadan Residency, Thrippunithura, Kochi",₹42 Lac,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-Thrippunithura-in-Kochi&id=4d423732353832323039
Kochi,"2 BHK Flat for Sale in Kent Oakville, Vazhakkala, Kochi",₹85 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1310-Sq-ft-Multistorey-Apartment-FOR-Sale-Vazhakkala-in-Kochi&id=4d423732383737363537
Kochi,"2 BHK Flat for Sale in Kent Oakville, Vazhakkala, Kochi",₹82 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1310-Sq-ft-Multistorey-Apartment-FOR-Sale-Vazhakkala-in-Kochi&id=4d423732363831333635
Kochi,"2 BHK Flat for Sale in Thrikkakara, Kochi",₹70 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1162-Sq-ft-Multistorey-Apartment-FOR-Sale-Thrikkakara-in-Kochi&id=4d423730343837313437
Kochi,"2 BHK Flat for Sale in Alinchuvadu, Kochi",₹75 Lac,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Alinchuvadu-in-Kochi&id=4d423735303738393139
Kochi,"2 BHK Flat for Sale in DD Diamond Valley, Edachira, Kochi",₹60 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1142-Sq-ft-Multistorey-Apartment-FOR-Sale-Edachira-in-Kochi&id=4d423733323838303733
Kochi,"2 BHK Flat for Sale in AWHO silver sand island, Vyttila, Kochi",₹1.15 Cr,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Vyttila-in-Kochi&id=4d423639383839373037
Kochi,"2 BHK Flat for Sale in Classic Vintage, Kakkanad, Kochi",₹65 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1220-Sq-ft-Multistorey-Apartment-FOR-Sale-Kakkanad-in-Kochi&id=4d423734383437303333
Kochi,"2 BHK Flat for Sale in Maradu, Kochi",₹45 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Maradu-in-Kochi-r1&id=4d423430343430373739
Kochi,"2 BHK Flat for Sale in Kristal Emerald, Palachuvadu, Kochi",₹51.5 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1133-Sq-ft-Multistorey-Apartment-FOR-Sale-Palachuvadu-in-Kochi&id=4d423638383639373831
Kochi,"2 BHK Flat for Sale in Vazhakkala, Kochi",₹38 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Vazhakkala-in-Kochi&id=4d423733363833393633
Kochi,"2 BHK Flat for Sale in Trinity World Mercury, Kakkanad, Kochi",₹64 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1205-Sq-ft-Multistorey-Apartment-FOR-Sale-Kakkanad-in-Kochi&id=4d423734363438353531
Kochi,"2 BHK Flat for Sale in Dreamflower Evita, Vyttila, Kochi",₹40 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-670-Sq-ft-Multistorey-Apartment-FOR-Sale-Vyttila-in-Kochi&id=4d423539303136333435
Kochi,"2 BHK Flat for Sale in Syama Dynamic Kudumbam, Eroor, Kochi",₹45 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-779-Sq-ft-Multistorey-Apartment-FOR-Sale-Eroor-in-Kochi&id=4d423731393132343239
Kochi,"2 BHK Flat for Sale in Kakkanad, Kochi",₹45 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Kakkanad-in-Kochi&id=4d423735343830323037
Kochi,"2 BHK Flat for Sale in Prestige Hillside Gateway, Kakkanad, Kochi",₹85 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Sale-Kakkanad-in-Kochi-r4&id=4d423639383438323931
Kochi,"2 BHK Flat for Sale in Pepper Vine, Vennala, Kochi",₹85 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1302-Sq-ft-Multistorey-Apartment-FOR-Sale-Vennala-in-Kochi&id=4d423735363834363737
Kochi,"2 BHK Flat for Sale in Romaa Sky Heights, Seaport Airport Road, Kochi",₹41 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1019-Sq-ft-Multistorey-Apartment-FOR-Sale-Seaport-Airport-Road-in-Kochi-r1&id=4d423733353530313135
Kochi,"2 BHK Flat for Sale in Aluva, Kochi",₹55 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1078-Sq-ft-Multistorey-Apartment-FOR-Sale-Aluva-in-Kochi-r4&id=4d423731343538333937
Kochi,"2 BHK Flat for Sale in Asset Silver Swan, Aluva, Kochi",₹58 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1390-Sq-ft-Multistorey-Apartment-FOR-Sale-Aluva-in-Kochi&id=4d423735373339343839
Kochi,"2 BHK Flat for Sale in Vazhakkala, Kochi",₹55 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Vazhakkala-in-Kochi&id=4d423735373333313939
Kochi,"2 BHK Flat for Sale in Vyttila, Kochi",₹79.3 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Vyttila-in-Kochi&id=4d423735373231313339
Kochi,"2 BHK Flat for Sale in Green Vistas Prakrriti, Kakkanad, Kochi",₹69 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1517-Sq-ft-Multistorey-Apartment-FOR-Sale-Kakkanad-in-Kochi&id=4d423735363237353635
Kochi,"2 BHK Flat for Sale in Puravankra Eternity, Kakkanad, Kochi",₹68 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Kakkanad-in-Kochi-r3&id=4d423639373237333535
Kochi,"2 BHK Flat for Sale in Asset North Star , Edappally, Kochi",₹80 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1180-Sq-ft-Multistorey-Apartment-FOR-Sale-Edappally-in-Kochi&id=4d423734373838353033
Trivandrum,"2 BHK Flat for Sale in Shanoor Rainbow Heights, Pangappara, Trivandrum",₹53.1 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-930-Sq-ft-Multistorey-Apartment-FOR-Sale-Pangappara-in-Trivandrum&id=4d423735363635343739
Trivandrum,"2 BHK Flat for Sale in Anjali Gardens , Kaladi, Trivandrum",₹34 Lac,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-825-Sq-ft-Multistorey-Apartment-FOR-Sale-Kaladi-in-Trivandrum&id=4d423730323139333531
Trivandrum,"2 BHK Flat for Sale in SFS Cyber Gateway, Kazhakkottam, Trivandrum",₹62 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Kazhakkottam-in-Trivandrum&id=4d423733303232363539
Trivandrum,"2 BHK Flat for Sale in Artech Enclave, Marappalam, Trivandrum",₹68 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1190-Sq-ft-Multistorey-Apartment-FOR-Sale-Marappalam-in-Trivandrum&id=4d423732353936333731
Trivandrum,2 BHK Flat for Sale in Trivandrum,₹49 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Trivandrum&id=4d423631313032383139
Trivandrum,"2 BHK Flat for Sale in Arcon Cybercity, Kazhakkottam, Trivandrum",₹85 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1153-Sq-ft-Multistorey-Apartment-FOR-Sale-Kazhakkottam-in-Trivandrum&id=4d423734303139343635
Trivandrum,"2 BHK Flat for Sale in Artech Metropolis, Mannanthala, Trivandrum",₹75 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Mannanthala-in-Trivandrum&id=4d423735333137303335
Trivandrum,"2 BHK Flat for Sale in Oceanus Regal, Kulathoor, Trivandrum",₹44 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Kulathoor-in-Trivandrum&id=4d423735333938313531
Trivandrum,"2 BHK Flat for Sale in GIE Majestic, Aakkulam, Trivandrum",₹90 Lac,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1539-Sq-ft-Multistorey-Apartment-FOR-Sale-Aakkulam-in-Trivandrum&id=4d423735343636323335
Trivandrum,"2 BHK Flat for Sale in Technopark Phase 3, Kazhakkottam, Trivandrum",₹78 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1027-Sq-ft-Multistorey-Apartment-FOR-Sale-Kazhakkottam-in-Trivandrum&id=4d423733343634343135
Trivandrum,"2 BHK Flat for Sale in Petta, Trivandrum",₹84.8 Lac,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1213-Sq-ft-Multistorey-Apartment-FOR-Sale-Petta-in-Trivandrum&id=4d423735343130363935
